student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,study_hours,parental_support,food_security,at_risk
STUD03230,Male,20,JSS1,92.3,56.4,58.6,69.1,20,Yes,Yes,No
STUD03231,Male,13,SS1,81.9,46.0,59.1,51.9,15,No,Yes,No
STUD03232,Male,19,SS3,69.2,56.5,82.9,69.0,11,Yes,No,No
STUD03233,Female,13,SS1,71.0,86.1,61.4,88.2,23,Yes,Yes,No
STUD03234,Male,14,JSS2,77.5,85.7,68.0,77.3,0,No,Yes,No
STUD03235,Female,19,SS3,96.9,84.0,80.8,69.7,10,Yes,Yes,No
STUD03236,Male,18,JSS2,94.6,16.4,45.6,42.8,8,Yes,Yes,Yes
STUD03237,Female,16,JSS2,96.0,59.2,72.3,59.9,1,Yes,Yes,No
STUD03238,Female,13,JSS3,90.7,54.1,84.0,67.6,1,Yes,Yes,No
STUD03239,Female,17,SS2,63.6,61.2,78.7,81.9,17,Yes,Yes,No
STUD03240,Male,12,SS1,78.9,81.8,63.4,71.3,11,Yes,Yes,No
STUD03241,Male,20,JSS1,75.5,55.3,59.7,58.8,0,Yes,Yes,No
STUD03242,Female,11,JSS1,84.2,70.1,66.5,76.0,16,Yes,Yes,No
STUD03243,Female,14,SS2,86.2,55.9,77.2,72.8,3,Yes,Yes,No
STUD03244,Female,20,SS1,98.4,51.8,57.4,34.5,15,Yes,Yes,No
STUD03245,Female,17,JSS2,78.1,39.9,65.0,44.8,10,No,Yes,No
STUD03246,Female,15,JSS1,89.3,73.8,63.4,67.0,10,No,Yes,No
STUD03247,Female,16,JSS2,99.1,74.8,57.5,74.5,15,Yes,Yes,No
STUD03248,Female,19,JSS3,99.6,48.6,49.1,59.2,24,Yes,Yes,No
STUD03249,Male,11,SS1,100.0,49.3,47.4,62.5,15,No,Yes,No
STUD03250,Female,16,JSS2,77.0,55.7,40.6,76.0,4,Yes,Yes,No
STUD03251,Male,19,SS2,75.2,68.6,52.5,50.3,21,No,Yes,No
STUD03252,Female,16,SS2,82.6,63.5,53.4,55.0,13,No,Yes,No
STUD03253,Female,11,SS1,85.1,70.1,39.6,53.2,0,Yes,Yes,No
STUD03254,Male,13,SS1,76.1,68.4,82.7,73.9,4,No,Yes,No
STUD03255,Female,19,SS2,75.2,74.7,83.7,60.2,14,Yes,Yes,No
STUD03256,Male,11,JSS2,81.1,58.8,72.0,90.8,6,Yes,No,No
STUD03257,Male,14,SS1,70.2,31.7,53.2,30.2,12,Yes,Yes,Yes
STUD03258,Female,12,SS1,72.1,70.7,64.6,50.6,24,No,Yes,No
STUD03259,Female,14,JSS3,67.6,44.9,94.1,55.7,14,Yes,Yes,No
STUD03260,Male,11,JSS2,87.4,82.2,67.6,50.7,19,Yes,No,No
STUD03261,Male,20,SS1,91.7,55.5,48.9,67.0,2,No,Yes,No
STUD03262,Female,17,SS1,95.7,76.8,77.3,74.4,0,No,Yes,No
STUD03263,Male,10,SS3,75.2,39.5,57.0,42.6,5,Yes,Yes,No
STUD03264,Female,10,JSS2,97.3,60.3,74.7,66.1,18,Yes,No,No
STUD03265,Female,10,SS3,100.0,72.3,61.0,67.3,14,No,No,No
STUD03266,Female,10,SS1,74.6,57.3,57.6,57.9,9,No,Yes,No
STUD03267,Female,11,SS3,100.0,54.2,43.1,80.6,14,Yes,No,No
STUD03268,Male,18,SS2,88.1,82.2,43.6,54.8,24,No,Yes,No
STUD03269,Male,19,JSS3,77.6,74.7,61.6,38.8,2,Yes,Yes,No
STUD03270,Male,14,SS1,82.5,30.0,47.9,53.6,14,Yes,Yes,Yes
STUD03271,Male,10,JSS3,85.0,41.8,60.9,72.8,9,No,Yes,No
STUD03272,Female,10,JSS3,92.3,55.0,64.0,38.4,19,No,Yes,No
STUD03273,Female,10,SS2,85.6,74.9,65.2,77.7,1,No,Yes,No
STUD03274,Female,18,JSS3,68.9,74.9,72.3,43.4,3,Yes,Yes,No
STUD03275,Female,16,JSS3,77.4,81.9,61.9,39.9,1,Yes,No,No
STUD03276,Male,18,SS2,87.5,97.6,61.0,78.6,19,Yes,Yes,No
STUD03277,Female,13,JSS2,79.7,57.9,54.2,35.4,13,Yes,Yes,No
STUD03278,Female,10,JSS3,63.8,71.5,33.7,46.2,5,Yes,Yes,No
STUD03279,Female,13,SS3,97.6,82.7,58.6,74.1,21,Yes,Yes,No
STUD03280,Female,11,SS1,100.0,64.9,64.1,33.5,18,No,Yes,No
STUD03281,Male,17,SS1,94.5,54.2,58.9,61.8,15,Yes,No,No
STUD03282,Male,12,SS1,92.5,22.9,55.7,60.3,14,Yes,No,No
STUD03283,Female,14,JSS3,94.1,40.0,61.1,60.3,5,No,Yes,No
STUD03284,Female,11,JSS1,84.4,66.8,61.2,67.2,24,No,Yes,No
STUD03285,Female,10,SS3,85.3,58.0,67.2,71.3,6,Yes,Yes,No
STUD03286,Male,18,SS2,83.1,96.4,66.8,49.6,12,Yes,Yes,No
STUD03287,Female,15,SS3,91.6,88.2,51.6,64.8,3,Yes,Yes,No
STUD03288,Male,14,JSS1,84.6,52.3,58.8,36.7,7,Yes,No,No
STUD03289,Male,19,JSS3,91.2,38.9,67.7,27.0,24,Yes,Yes,Yes
STUD03290,Male,19,SS2,80.8,64.9,48.9,67.8,5,No,Yes,No
STUD03291,Female,10,SS2,100.0,49.4,80.9,75.6,15,No,Yes,No
STUD03292,Female,17,SS2,81.0,47.0,59.3,43.3,10,No,No,No
STUD03293,Male,15,SS3,77.9,69.3,50.8,47.1,19,Yes,Yes,No
STUD03294,Male,13,SS3,56.8,64.5,63.4,69.1,9,No,Yes,Yes
STUD03295,Male,18,SS2,63.1,56.2,56.4,70.0,10,No,Yes,No
STUD03296,Female,16,SS3,98.8,24.5,40.2,67.0,23,Yes,Yes,Yes
STUD03297,Male,15,SS1,57.9,47.7,44.3,39.9,0,Yes,Yes,Yes
STUD03298,Male,12,JSS3,100.0,72.2,73.1,63.8,12,Yes,Yes,No
STUD03299,Female,12,SS2,98.7,51.6,67.5,65.7,10,Yes,Yes,No
STUD03300,Male,15,JSS3,84.5,67.1,64.9,53.3,19,Yes,Yes,No
STUD03301,Male,15,JSS1,88.6,55.5,47.2,54.4,2,Yes,Yes,No
STUD03302,Female,11,SS2,100.0,61.6,100.0,38.3,14,Yes,Yes,No
STUD03303,Male,16,SS1,89.8,100.0,50.3,47.0,17,Yes,Yes,No
STUD03304,Male,15,JSS3,69.8,69.7,72.8,47.8,20,Yes,No,No
STUD03305,Male,18,SS1,88.5,73.0,76.7,70.1,12,Yes,Yes,No
STUD03306,Male,18,SS2,79.9,53.1,48.7,56.7,8,Yes,Yes,No
STUD03307,Male,19,SS3,87.6,71.1,47.6,36.4,1,Yes,Yes,No
STUD03308,Female,20,JSS2,93.9,63.6,50.8,66.1,19,Yes,Yes,No
STUD03309,Female,16,JSS1,77.0,75.6,61.0,57.4,24,No,Yes,No
STUD03310,Female,16,SS2,100.0,59.5,76.5,57.3,8,Yes,Yes,No
STUD03311,Male,12,JSS1,79.3,56.4,60.4,59.7,24,No,Yes,No
STUD03312,Female,14,SS2,87.3,61.8,59.6,45.5,5,Yes,Yes,No
STUD03313,Female,11,JSS1,63.5,74.0,41.6,47.9,20,Yes,Yes,No
STUD03314,Male,14,JSS1,97.6,48.1,61.7,51.7,9,Yes,Yes,No
STUD03315,Female,14,SS2,87.7,37.6,51.1,59.5,19,Yes,Yes,No
STUD03316,Female,12,SS3,75.0,51.6,66.3,87.4,8,No,Yes,No
STUD03317,Female,14,SS1,93.4,61.8,47.0,50.1,13,Yes,Yes,No
STUD03318,Female,17,JSS2,80.2,58.7,43.8,54.7,3,Yes,Yes,No
STUD03319,Male,20,JSS1,71.3,54.7,54.8,61.5,19,No,Yes,No
STUD03320,Female,10,JSS2,97.7,60.5,79.5,38.5,7,No,Yes,No
STUD03321,Male,18,JSS1,77.4,57.8,49.2,49.9,12,Yes,Yes,No
STUD03322,Male,17,JSS3,83.1,39.1,76.7,55.6,22,Yes,Yes,No
STUD03323,Male,20,SS1,100.0,62.0,52.0,40.6,17,Yes,Yes,No
STUD03324,Male,17,SS2,85.8,60.9,88.0,50.0,18,No,Yes,No
STUD03325,Female,20,SS1,86.0,81.2,82.2,42.2,2,Yes,Yes,No
STUD03326,Female,17,JSS3,74.0,38.6,39.9,76.2,13,Yes,Yes,No
STUD03327,Female,13,JSS1,97.7,76.5,49.0,66.7,2,Yes,No,No
STUD03328,Female,14,SS1,82.4,73.1,64.1,76.0,9,No,Yes,No
STUD03329,Male,14,SS3,90.0,58.8,45.1,85.3,10,Yes,No,No
STUD03330,Female,19,JSS3,92.9,77.1,74.5,55.0,21,No,Yes,No
STUD03331,Female,18,JSS2,75.1,87.6,44.0,69.7,22,No,Yes,No
STUD03332,Male,15,JSS3,83.0,73.7,49.8,52.3,22,No,Yes,No
STUD03333,Female,20,SS1,58.7,72.5,69.3,66.3,3,Yes,Yes,Yes
STUD03334,Male,20,JSS1,91.9,49.5,69.1,55.0,18,Yes,Yes,No
STUD03335,Male,18,SS2,90.4,63.7,65.2,65.0,20,Yes,Yes,No
STUD03336,Male,11,SS3,79.3,80.3,60.0,46.3,20,Yes,Yes,No
STUD03337,Male,20,JSS1,69.4,44.5,64.1,50.6,17,Yes,Yes,No
STUD03338,Female,15,SS3,79.6,58.7,51.0,48.3,15,Yes,Yes,No
STUD03339,Female,13,SS3,90.9,77.5,40.8,58.6,23,Yes,Yes,No
STUD03340,Female,17,SS1,86.7,44.7,89.4,52.8,0,Yes,Yes,No
STUD03341,Female,11,SS3,93.3,68.3,53.1,66.8,19,Yes,Yes,No
STUD03342,Male,16,SS2,84.1,66.5,63.0,35.3,3,Yes,Yes,No
STUD03343,Male,10,JSS3,92.5,60.5,38.5,58.0,14,No,No,No
STUD03344,Female,16,JSS1,85.2,21.9,83.7,60.4,14,No,Yes,No
STUD03345,Female,13,SS2,71.8,49.3,40.1,44.1,19,Yes,No,Yes
STUD03346,Female,13,SS2,97.9,56.6,53.5,37.9,9,No,Yes,No
STUD03347,Male,14,JSS3,77.7,49.5,58.8,52.0,14,Yes,Yes,No
STUD03348,Female,13,SS3,95.8,65.2,69.2,67.5,0,Yes,Yes,No
STUD03349,Male,20,JSS1,70.2,70.6,32.2,39.5,6,No,Yes,No
STUD03350,Female,17,JSS1,82.8,56.1,82.8,68.3,4,Yes,Yes,No
STUD03351,Male,13,SS3,90.9,44.5,65.6,66.0,10,Yes,Yes,No
STUD03352,Female,16,SS3,100.0,71.9,53.0,64.4,19,No,Yes,No
STUD03353,Male,16,SS1,78.6,67.0,67.3,52.4,6,Yes,Yes,No
STUD03354,Male,10,SS2,99.9,46.3,24.8,51.3,18,Yes,Yes,Yes
STUD03355,Male,20,SS3,75.7,59.9,52.8,59.0,6,No,Yes,No
STUD03356,Male,10,JSS2,86.6,87.8,70.7,71.8,8,No,No,No
STUD03357,Male,10,SS3,78.6,50.1,65.4,66.3,4,Yes,Yes,No
STUD03358,Male,18,JSS3,100.0,47.0,75.6,52.2,7,Yes,Yes,No
STUD03359,Female,10,SS1,81.4,10.9,74.1,43.8,6,No,Yes,Yes
STUD03360,Female,10,SS1,84.3,60.9,66.7,35.6,15,No,Yes,No
STUD03361,Female,11,SS2,83.5,81.1,48.5,72.7,7,No,Yes,No
STUD03362,Female,19,SS1,75.2,78.8,84.2,58.7,18,Yes,Yes,No
STUD03363,Female,11,SS2,80.6,43.8,50.6,56.7,19,No,Yes,No
STUD03364,Male,15,JSS1,73.1,63.5,65.7,71.0,19,Yes,Yes,No
STUD03365,Female,11,JSS1,100.0,46.7,41.4,81.5,14,Yes,Yes,No
STUD03366,Male,18,JSS1,90.1,59.7,64.6,51.4,6,Yes,No,No
STUD03367,Male,16,JSS2,78.9,69.2,85.7,55.8,15,No,Yes,No
STUD03368,Male,12,JSS1,76.4,78.2,78.9,41.4,20,Yes,Yes,No
STUD03369,Male,18,SS2,82.3,50.7,82.2,46.9,13,Yes,Yes,No
STUD03370,Female,11,JSS3,95.3,76.6,67.5,46.4,19,No,Yes,No
STUD03371,Male,17,SS1,100.0,62.3,49.9,40.9,15,No,Yes,No
STUD03372,Male,17,SS1,98.7,54.5,60.1,61.2,6,Yes,Yes,No
STUD03373,Female,12,SS1,89.8,82.1,50.2,46.8,13,Yes,Yes,No
STUD03374,Male,20,SS1,85.2,59.6,47.1,18.1,19,No,Yes,Yes
STUD03375,Male,17,SS1,77.2,86.2,48.1,51.1,1,No,Yes,No
STUD03376,Female,18,SS2,87.4,84.7,50.9,58.2,16,No,Yes,No
STUD03377,Female,13,SS2,78.8,57.2,45.9,72.2,9,No,Yes,No
STUD03378,Male,19,SS2,89.0,49.6,54.0,54.1,3,Yes,Yes,No
STUD03379,Male,18,JSS3,61.0,59.1,52.0,43.8,14,Yes,Yes,No
STUD03380,Female,19,JSS1,75.6,42.9,60.5,49.9,19,Yes,Yes,No
STUD03381,Female,20,JSS1,83.0,54.0,66.0,60.8,14,No,Yes,No
STUD03382,Male,10,SS2,76.9,58.1,63.7,59.3,4,Yes,Yes,No
STUD03383,Female,16,SS3,84.2,72.2,83.0,45.2,4,No,No,No
STUD03384,Female,12,SS2,93.6,67.3,51.4,55.4,9,No,Yes,No
STUD03385,Male,11,SS2,100.0,19.2,61.1,77.7,13,No,Yes,No
STUD03386,Female,10,JSS2,77.8,77.1,75.6,46.3,16,Yes,Yes,No
STUD03387,Female,19,SS1,77.5,50.6,52.2,63.5,1,Yes,Yes,No
STUD03388,Male,14,JSS2,87.5,57.0,88.0,61.7,15,Yes,No,No
STUD03389,Female,16,JSS1,91.3,66.9,48.9,64.9,19,Yes,Yes,No
STUD03390,Female,10,JSS3,92.6,35.4,73.3,52.3,20,Yes,Yes,No
STUD03391,Male,18,SS2,79.1,63.0,67.9,37.0,11,No,Yes,No
STUD03392,Male,12,JSS1,92.8,54.1,77.1,85.3,11,Yes,Yes,No
STUD03393,Male,11,JSS2,92.9,62.3,29.6,47.6,18,No,Yes,No
STUD03394,Male,19,SS2,85.2,50.8,71.2,33.0,0,No,Yes,No
STUD03395,Male,13,SS1,96.5,52.6,80.7,77.7,17,No,Yes,No
STUD03396,Female,12,SS3,94.5,73.0,59.6,51.6,20,Yes,Yes,No
STUD03397,Female,11,SS2,72.4,85.8,63.7,47.3,8,Yes,Yes,No
STUD03398,Female,17,JSS2,78.0,83.2,60.2,40.3,21,No,Yes,No
STUD03399,Male,19,SS3,80.7,51.3,68.7,33.9,12,No,Yes,No
STUD03400,Female,20,SS2,96.8,55.6,47.0,73.3,17,Yes,Yes,No
STUD03401,Female,13,SS1,98.8,44.2,67.9,32.6,12,Yes,Yes,No
STUD03402,Female,19,SS1,61.1,60.3,56.6,54.7,10,No,Yes,No
STUD03403,Male,13,JSS1,54.3,48.2,55.2,30.3,0,Yes,Yes,Yes
STUD03404,Male,16,JSS3,83.0,61.6,52.8,30.4,21,No,No,No
STUD03405,Male,10,JSS2,56.0,67.1,50.9,75.0,1,Yes,Yes,Yes
STUD03406,Male,14,SS1,80.0,77.3,75.0,46.9,24,No,No,No
STUD03407,Male,20,SS3,79.0,66.9,52.9,23.9,0,Yes,Yes,No
STUD03408,Female,12,SS2,98.1,50.3,54.8,42.0,12,Yes,Yes,No
STUD03409,Female,11,SS2,78.1,73.6,62.1,58.3,2,Yes,Yes,No
STUD03410,Female,18,JSS1,88.9,81.3,51.5,92.2,1,Yes,Yes,No
STUD03411,Male,17,SS2,82.4,63.4,33.2,67.2,14,No,Yes,No
STUD03412,Male,14,SS1,75.6,65.0,58.3,68.7,18,No,Yes,No
STUD03413,Male,17,SS3,83.0,50.3,60.0,31.9,8,No,Yes,No
STUD03414,Female,16,SS2,97.1,62.5,69.1,9.6,2,Yes,Yes,No
STUD03415,Female,18,SS3,100.0,69.2,57.9,53.8,20,Yes,Yes,No
STUD03416,Male,17,JSS1,74.6,23.0,37.7,54.6,3,No,Yes,Yes
STUD03417,Male,16,JSS2,95.4,66.4,50.4,63.0,14,No,Yes,No
STUD03418,Male,18,JSS1,97.8,55.8,60.9,57.8,2,Yes,Yes,No
STUD03419,Male,20,SS2,78.8,99.6,70.9,41.0,22,Yes,Yes,No
STUD03420,Male,12,SS2,81.7,62.5,81.6,48.2,1,Yes,Yes,No
STUD03421,Female,19,SS2,76.0,56.1,69.7,72.3,12,No,Yes,No
STUD03422,Female,17,JSS2,88.5,39.1,63.5,63.6,2,Yes,Yes,No
STUD03423,Male,10,SS1,85.5,77.4,97.0,58.4,7,No,No,No
STUD03424,Female,10,SS2,95.3,71.3,76.9,73.0,4,Yes,Yes,No
STUD03425,Female,14,SS1,72.2,38.2,78.2,51.7,17,No,Yes,No
STUD03426,Male,15,SS1,93.3,62.0,77.4,96.8,13,No,Yes,No
STUD03427,Male,12,JSS3,90.2,88.0,50.2,79.5,1,Yes,Yes,No
STUD03428,Male,13,JSS1,69.0,61.7,64.8,31.0,10,Yes,Yes,No
STUD03429,Female,14,JSS2,74.7,89.3,67.2,46.1,19,Yes,Yes,No
STUD03430,Male,15,JSS1,68.6,77.3,65.9,45.3,15,Yes,Yes,No
STUD03431,Female,11,JSS3,100.0,38.7,52.1,37.0,12,No,Yes,Yes
STUD03432,Male,13,SS1,76.7,47.2,79.3,68.5,8,Yes,No,No
STUD03433,Male,16,JSS1,91.6,60.3,83.6,58.4,24,Yes,Yes,No
STUD03434,Female,18,SS1,100.0,35.1,58.4,53.7,15,No,Yes,No
STUD03435,Female,10,JSS1,84.8,28.0,72.2,70.1,22,Yes,Yes,No
STUD03436,Male,13,SS3,100.0,47.0,70.8,56.5,15,No,Yes,No
STUD03437,Female,14,JSS3,98.0,65.4,64.8,58.4,20,Yes,Yes,No
STUD03438,Male,12,SS3,96.5,64.0,59.0,84.4,23,Yes,Yes,No
STUD03439,Male,18,JSS1,82.8,66.6,35.5,66.2,17,No,Yes,No
STUD03440,Male,19,JSS2,85.7,67.2,54.6,58.6,11,Yes,Yes,No
STUD03441,Female,15,JSS1,82.8,40.0,53.9,52.8,3,Yes,Yes,No
STUD03442,Male,19,JSS3,70.1,45.5,49.8,56.2,24,Yes,Yes,No
STUD03443,Female,18,SS2,94.8,37.5,86.1,42.2,17,Yes,Yes,No
STUD03444,Female,13,JSS1,91.0,90.2,64.7,56.4,13,No,Yes,No
STUD03445,Male,15,JSS2,88.1,37.2,58.7,66.6,17,Yes,Yes,No
STUD03446,Male,11,JSS1,82.8,22.2,82.9,60.7,23,No,Yes,No
STUD03447,Male,16,JSS2,95.9,36.4,41.6,59.9,9,Yes,Yes,No
STUD03448,Male,12,JSS1,72.8,66.4,47.0,60.0,7,Yes,Yes,No
STUD03449,Male,19,SS1,87.4,66.0,70.4,77.6,17,Yes,No,No
STUD03450,Female,13,JSS2,100.0,69.0,47.1,53.8,4,No,Yes,No
STUD03451,Male,10,JSS2,86.2,46.0,78.0,73.7,17,Yes,No,No
STUD03452,Male,16,JSS3,100.0,41.9,70.5,49.6,21,Yes,Yes,No
STUD03453,Male,18,SS3,100.0,47.8,44.5,54.5,0,No,Yes,No
STUD03454,Female,10,SS1,61.8,65.8,48.6,59.5,23,No,Yes,No
STUD03455,Male,11,JSS1,77.7,32.4,63.3,62.3,9,Yes,Yes,No
STUD03456,Female,14,JSS1,91.3,35.3,74.7,52.0,24,Yes,No,No
STUD03457,Female,13,SS2,92.7,47.0,44.5,36.5,13,No,Yes,Yes
STUD03458,Male,12,SS1,86.8,54.4,70.1,64.3,1,Yes,Yes,No
STUD03459,Male,20,SS3,91.7,61.7,46.0,58.6,17,Yes,Yes,No
STUD03460,Female,20,JSS2,93.5,58.6,42.0,55.3,7,No,Yes,No
STUD03461,Female,20,JSS2,86.0,75.8,71.3,61.1,15,Yes,Yes,No
STUD03462,Female,13,JSS1,82.5,52.8,57.8,63.7,0,Yes,Yes,No
STUD03463,Female,10,JSS2,88.5,30.2,67.7,55.3,10,Yes,No,No
STUD03464,Female,19,JSS2,72.8,50.9,48.8,41.5,17,Yes,Yes,No
STUD03465,Female,20,SS3,100.0,57.4,90.2,66.1,3,Yes,Yes,No
STUD03466,Male,17,SS1,71.5,74.0,86.0,61.2,7,No,Yes,No
STUD03467,Female,14,SS2,88.0,75.4,63.7,76.0,14,No,Yes,No
STUD03468,Female,16,JSS3,77.5,73.4,52.7,54.7,12,No,Yes,No
STUD03469,Female,13,JSS2,66.2,68.2,67.2,64.4,5,Yes,Yes,No
STUD03470,Female,11,JSS2,75.5,68.5,74.2,50.9,7,Yes,Yes,No
STUD03471,Female,16,SS3,87.8,61.8,76.2,88.3,13,Yes,Yes,No
STUD03472,Male,11,SS1,78.9,54.0,43.9,73.4,10,Yes,Yes,No
STUD03473,Female,10,SS3,63.8,63.7,64.4,67.1,20,No,Yes,No
STUD03474,Female,16,SS2,100.0,70.7,57.2,72.8,21,No,Yes,No
STUD03475,Male,19,SS3,73.0,60.9,66.2,78.8,9,Yes,Yes,No
STUD03476,Female,18,SS3,80.3,69.1,57.4,63.1,18,Yes,Yes,No
STUD03477,Female,14,SS1,80.2,50.8,75.9,60.8,14,Yes,Yes,No
STUD03478,Male,18,JSS2,100.0,33.6,72.7,50.8,23,Yes,Yes,No
STUD03479,Female,20,SS1,76.1,31.6,28.2,36.6,0,No,Yes,Yes
STUD03480,Female,12,SS2,79.1,74.3,40.9,41.7,17,No,Yes,No
STUD03481,Male,13,SS1,94.2,59.7,60.1,44.3,18,No,Yes,No
STUD03482,Female,16,SS2,95.8,59.0,67.6,19.4,4,No,Yes,No
STUD03483,Female,15,SS1,83.3,46.2,49.1,62.0,12,No,Yes,No
STUD03484,Female,11,JSS2,77.2,65.1,85.9,44.5,10,No,Yes,No
STUD03485,Male,14,JSS3,99.1,43.9,52.6,69.5,2,No,Yes,No
STUD03486,Female,14,JSS1,89.1,66.9,68.3,68.2,8,Yes,Yes,No
STUD03487,Male,18,JSS2,65.9,64.9,58.6,60.3,23,Yes,Yes,No
STUD03488,Female,15,SS1,58.9,61.6,74.0,62.2,14,Yes,Yes,Yes
STUD03489,Male,11,JSS2,70.5,71.2,72.4,45.6,21,Yes,No,No
STUD03490,Male,20,JSS1,100.0,47.2,47.0,64.1,18,Yes,Yes,No
STUD03491,Female,17,SS3,92.9,77.3,67.5,31.3,24,Yes,Yes,No
STUD03492,Female,18,SS2,100.0,53.6,57.4,55.1,8,No,Yes,No
STUD03493,Female,18,JSS3,97.4,65.7,60.3,34.4,15,Yes,Yes,No
STUD03494,Male,12,SS2,85.9,78.3,41.0,58.8,23,No,Yes,No
STUD03495,Male,17,SS1,95.0,56.2,68.6,65.6,24,Yes,No,No
STUD03496,Male,14,SS3,80.5,41.6,70.5,44.2,15,No,Yes,No
STUD03497,Male,20,JSS3,76.4,72.2,46.0,54.5,15,No,Yes,No
STUD03498,Female,19,JSS2,70.8,83.1,59.7,64.9,12,No,No,No
STUD03499,Female,14,SS2,92.2,42.8,56.7,71.0,13,Yes,Yes,No
STUD03500,Male,20,SS1,95.6,26.8,61.5,51.0,9,Yes,Yes,No
STUD03501,Female,18,SS2,93.9,72.9,68.8,51.4,21,Yes,Yes,No
STUD03502,Female,18,SS2,61.6,63.4,89.1,72.6,0,No,Yes,No
STUD03503,Female,11,SS3,85.0,51.8,44.7,59.0,22,No,Yes,No
STUD03504,Male,17,JSS3,92.5,71.4,61.5,80.2,24,No,Yes,No
STUD03505,Male,12,SS1,90.8,46.4,84.1,65.4,24,No,Yes,No
STUD03506,Female,11,SS1,81.7,61.7,74.6,60.8,3,Yes,Yes,No
STUD03507,Male,16,JSS2,90.9,45.0,59.9,65.2,24,No,Yes,No
STUD03508,Male,11,SS1,78.3,71.9,50.7,31.0,15,Yes,Yes,No
STUD03509,Male,20,SS1,100.0,41.2,59.4,69.5,16,Yes,Yes,No
STUD03510,Male,12,JSS3,86.2,99.7,52.1,45.1,4,Yes,Yes,No
STUD03511,Male,12,SS1,71.2,60.7,78.9,29.0,18,No,No,No
STUD03512,Male,11,SS3,75.8,73.6,58.5,60.8,16,Yes,Yes,No
STUD03513,Female,17,JSS2,100.0,2.5,65.2,30.1,5,No,Yes,Yes
STUD03514,Male,19,SS3,91.8,72.6,76.6,59.7,18,Yes,Yes,No
STUD03515,Male,18,SS3,92.0,26.2,80.5,78.1,1,No,Yes,No
STUD03516,Female,12,JSS3,100.0,51.9,59.0,54.0,16,Yes,Yes,No
STUD03517,Male,17,JSS1,87.0,46.2,56.3,67.3,17,No,No,No
STUD03518,Female,17,SS3,88.4,50.5,84.3,83.3,20,No,Yes,No
STUD03519,Female,20,SS1,71.4,73.9,57.6,47.2,5,No,Yes,No
STUD03520,Male,17,JSS2,77.2,76.4,37.5,66.8,11,Yes,Yes,No
STUD03521,Female,20,SS1,100.0,95.4,75.1,41.6,16,Yes,No,No
STUD03522,Female,13,SS3,82.7,68.7,42.1,49.6,14,Yes,Yes,No
STUD03523,Male,11,JSS1,70.3,72.3,52.0,79.4,15,No,Yes,No
STUD03524,Female,11,SS3,84.5,62.7,80.4,71.0,19,Yes,Yes,No
STUD03525,Male,20,JSS3,89.5,62.4,56.4,56.3,12,Yes,Yes,No
STUD03526,Male,16,JSS3,95.8,51.7,77.2,48.7,8,Yes,Yes,No
STUD03527,Female,16,JSS2,91.1,63.6,81.8,19.5,17,No,Yes,No
STUD03528,Female,16,SS3,74.7,35.5,58.9,68.4,0,No,Yes,No
STUD03529,Male,11,JSS2,79.0,30.0,39.9,50.5,7,Yes,Yes,Yes
STUD03530,Female,12,JSS3,100.0,47.1,44.6,55.9,0,Yes,Yes,No
STUD03531,Female,12,SS3,84.0,49.7,59.9,84.4,3,Yes,Yes,No
STUD03532,Male,14,SS2,82.1,54.8,48.2,36.9,3,Yes,Yes,No
STUD03533,Female,10,JSS1,83.9,51.0,74.7,58.1,15,No,Yes,No
STUD03534,Male,18,JSS2,98.5,47.5,64.4,80.2,13,No,Yes,No
STUD03535,Female,13,JSS1,73.2,63.8,64.2,38.0,14,No,Yes,No
STUD03536,Male,18,SS3,79.0,52.6,55.9,69.1,22,No,Yes,No
STUD03537,Female,13,JSS3,79.4,66.9,54.4,64.3,20,Yes,Yes,No
STUD03538,Male,12,SS2,72.6,68.9,72.6,67.4,16,No,Yes,No
STUD03539,Male,12,SS3,60.9,90.0,71.7,59.5,1,No,Yes,No
STUD03540,Female,19,JSS2,89.8,63.2,71.8,61.0,0,No,Yes,No
STUD03541,Male,14,SS1,100.0,54.3,43.7,47.2,13,No,Yes,No
STUD03542,Female,14,JSS2,100.0,44.6,67.5,85.4,1,Yes,Yes,No
STUD03543,Male,18,SS3,89.3,89.8,64.1,44.1,9,No,Yes,No
STUD03544,Male,13,JSS2,79.8,79.6,97.7,52.1,10,No,Yes,No
STUD03545,Male,18,SS1,74.3,83.2,61.5,55.1,3,No,Yes,No
STUD03546,Female,14,SS1,71.8,71.9,70.4,39.3,6,No,Yes,No
STUD03547,Male,11,SS1,93.7,47.8,35.9,61.7,14,Yes,Yes,No
STUD03548,Male,19,JSS2,60.9,71.6,73.0,46.4,21,Yes,Yes,No
STUD03549,Female,17,JSS2,78.2,62.8,38.5,68.8,11,Yes,Yes,No
STUD03550,Male,13,SS2,82.7,56.3,61.1,58.5,13,No,Yes,No
STUD03551,Male,19,JSS1,77.3,47.6,86.5,56.7,3,Yes,Yes,No
STUD03552,Male,15,JSS3,76.9,68.2,89.1,55.4,18,Yes,Yes,No
STUD03553,Male,10,JSS1,90.3,69.2,55.8,52.1,12,Yes,No,No
STUD03554,Female,13,SS1,95.4,65.7,58.3,50.7,3,Yes,Yes,No
STUD03555,Male,19,JSS2,83.7,75.6,58.7,52.7,8,Yes,Yes,No
STUD03556,Female,10,SS1,100.0,66.6,52.2,48.4,12,No,Yes,No
