student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,prev_math_score,prev_english_score,prev_science_score,study_hours,parental_support,food_security,at_risk
STUD02694,Female,15,JSS1,86.2,16.8,81.6,43.7,22.3,72.9,42.7,20,Yes,Yes,No
STUD02695,Female,17,JSS3,100.0,53.1,39.0,63.7,55.9,31.9,74.0,20,No,Yes,No
STUD02696,Female,14,SS3,87.6,73.1,66.5,45.0,69.6,55.7,43.2,23,No,Yes,No
STUD02697,Male,11,JSS2,78.6,58.3,61.4,56.0,52.0,59.3,60.4,16,No,No,No
STUD02698,Male,18,SS1,82.0,63.5,33.0,53.9,63.2,37.1,54.2,19,Yes,Yes,No
STUD02699,Female,13,JSS2,85.8,51.5,50.0,71.1,52.9,54.8,69.7,16,Yes,Yes,No
STUD02700,Female,12,SS1,70.8,55.3,55.8,71.8,56.2,57.2,63.3,21,No,Yes,No
STUD02701,Female,10,SS2,74.4,60.8,63.4,62.4,67.2,55.8,62.8,3,No,Yes,No
STUD02702,Male,11,SS1,83.3,54.8,56.5,34.3,56.6,49.4,31.4,21,Yes,Yes,No
STUD02703,Male,19,SS3,74.7,76.3,60.9,38.7,68.9,64.4,42.4,3,No,Yes,No
STUD02704,Male,20,SS2,84.7,40.0,33.9,37.3,41.1,36.9,38.6,24,Yes,No,Yes
STUD02705,Male,14,JSS1,100.0,71.1,76.6,60.2,68.0,75.8,53.5,19,Yes,Yes,No
STUD02706,Female,16,JSS3,75.0,45.0,56.4,81.7,43.8,54.0,76.3,7,No,Yes,No
STUD02707,Female,17,JSS2,99.9,52.7,60.6,48.6,62.4,62.0,46.8,13,Yes,Yes,No
STUD02708,Female,11,JSS3,92.8,35.4,69.2,49.1,40.7,63.8,59.6,0,No,Yes,No
STUD02709,Male,12,JSS2,93.2,51.1,87.7,43.0,49.6,89.5,45.2,24,No,No,No
STUD02710,Female,11,SS3,67.0,59.5,78.1,51.3,61.6,78.9,50.6,16,Yes,Yes,No
STUD02711,Female,19,SS1,71.4,71.7,70.7,51.6,66.7,77.9,44.1,7,Yes,No,No
STUD02712,Male,10,SS1,80.4,72.7,60.7,32.2,73.7,58.0,30.0,23,Yes,Yes,No
STUD02713,Male,17,SS3,92.7,18.7,27.8,73.9,18.2,27.8,75.7,7,No,Yes,Yes
STUD02714,Female,16,SS3,88.1,72.7,52.7,76.8,70.5,49.4,74.4,4,Yes,Yes,No
STUD02715,Female,10,SS3,60.3,67.8,46.0,59.1,64.1,37.6,50.0,1,No,No,No
STUD02716,Female,12,SS1,93.0,39.9,48.1,50.9,35.2,54.4,50.2,24,Yes,No,No
STUD02717,Female,16,JSS3,84.6,58.3,44.7,45.0,67.5,52.5,49.5,15,Yes,Yes,No
STUD02718,Male,11,SS1,89.6,44.1,77.9,64.8,49.6,71.7,64.2,22,Yes,Yes,No
STUD02719,Female,13,SS1,71.8,36.8,69.6,36.2,47.2,67.4,48.4,2,No,Yes,No
STUD02720,Female,11,JSS3,64.7,68.0,44.4,47.9,73.6,35.1,42.1,1,No,Yes,No
STUD02721,Male,14,SS3,96.5,54.4,64.7,74.0,49.3,52.7,66.1,9,Yes,Yes,No
STUD02722,Male,17,SS1,70.1,51.3,47.4,67.7,58.9,53.0,64.7,13,No,Yes,No
STUD02723,Male,17,SS3,67.5,62.9,72.0,68.9,64.6,78.8,66.8,20,Yes,No,No
STUD02724,Male,18,JSS1,74.7,37.6,48.9,39.2,38.4,54.0,31.1,16,No,Yes,Yes
STUD02725,Female,15,JSS3,85.5,40.4,66.3,61.8,40.7,58.6,62.0,10,No,Yes,No
STUD02726,Male,17,SS3,84.4,68.9,60.4,94.1,59.2,65.6,88.9,5,No,Yes,No
STUD02727,Female,13,JSS1,81.3,64.7,45.4,79.0,55.4,42.4,62.2,11,Yes,Yes,No
STUD02728,Male,16,SS3,72.1,58.9,71.2,43.5,54.7,75.8,46.5,8,Yes,No,No
STUD02729,Male,12,JSS3,93.7,48.7,44.0,38.3,52.6,42.0,48.4,1,No,No,Yes
STUD02730,Female,10,JSS3,70.6,52.4,35.0,75.6,54.3,39.3,70.4,21,No,Yes,No
STUD02731,Male,13,SS1,74.8,46.4,74.1,44.2,56.6,70.0,50.0,2,Yes,Yes,No
STUD02732,Female,16,JSS3,96.1,65.6,59.0,44.2,56.0,65.4,43.7,19,Yes,Yes,No
STUD02733,Male,19,SS3,64.2,27.0,58.0,39.9,29.7,60.9,47.5,20,Yes,Yes,Yes
STUD02734,Female,13,JSS3,92.6,78.9,47.6,58.2,81.8,44.1,61.0,16,Yes,Yes,No
STUD02735,Female,18,JSS1,78.7,45.7,51.4,34.3,47.5,55.3,34.5,1,No,Yes,Yes
STUD02736,Male,18,JSS2,95.0,96.6,24.3,46.0,94.9,27.1,52.2,19,Yes,Yes,No
STUD02737,Male,16,JSS2,76.6,57.2,59.8,59.6,52.9,60.9,59.6,8,Yes,Yes,No
STUD02738,Female,18,JSS3,71.7,79.3,67.9,49.3,80.9,65.0,53.9,13,Yes,No,No
STUD02739,Female,19,SS1,100.0,60.3,61.1,30.0,61.7,65.2,33.4,23,No,Yes,No
STUD02740,Male,20,SS2,71.4,67.3,72.1,50.0,65.3,63.8,47.8,10,Yes,Yes,No
STUD02741,Female,19,JSS1,88.0,76.3,54.9,43.7,76.3,56.7,53.0,4,Yes,No,No
STUD02742,Female,11,JSS2,78.7,53.4,76.7,51.4,50.3,68.8,59.0,4,Yes,Yes,No
STUD02743,Male,20,SS2,100.0,73.2,64.2,48.1,77.5,63.7,53.2,0,No,Yes,No
STUD02744,Female,17,JSS3,90.4,60.1,67.0,69.6,66.2,65.6,61.7,17,Yes,Yes,No
STUD02745,Female,10,JSS1,100.0,68.2,64.4,53.7,70.4,61.2,53.0,4,Yes,No,No
STUD02746,Female,11,SS3,75.2,42.7,51.8,44.1,49.4,46.5,46.3,2,Yes,Yes,No
STUD02747,Female,18,JSS3,94.3,42.7,66.9,57.1,39.7,61.7,53.0,9,Yes,Yes,No
STUD02748,Female,11,SS3,86.8,80.3,38.1,39.6,78.6,35.9,43.6,7,Yes,Yes,No
STUD02749,Female,12,SS2,85.5,38.4,64.6,53.2,36.9,63.5,43.6,8,Yes,Yes,No
STUD02750,Male,11,SS2,92.6,76.3,39.7,49.4,79.6,38.3,48.9,20,Yes,Yes,No
STUD02751,Female,15,JSS3,97.3,67.9,28.6,61.3,66.8,29.8,66.2,2,Yes,Yes,No
STUD02752,Male,16,JSS3,82.2,59.1,49.8,79.0,63.7,48.9,74.0,20,Yes,Yes,No
STUD02753,Male,15,JSS3,80.4,80.9,58.4,47.7,81.0,62.5,55.3,1,Yes,Yes,No
STUD02754,Female,13,JSS2,68.4,36.9,50.6,62.4,38.6,51.0,51.0,22,Yes,Yes,No
STUD02755,Female,12,SS3,79.0,51.1,57.8,67.2,52.5,50.8,66.7,23,Yes,Yes,No
STUD02756,Male,20,SS2,97.3,73.4,54.8,69.1,59.9,50.6,74.0,4,Yes,Yes,No
STUD02757,Female,19,SS2,77.5,93.1,72.6,52.5,92.8,73.4,61.5,22,No,Yes,No
STUD02758,Female,19,SS1,97.5,48.2,85.8,72.9,53.3,77.0,68.4,1,No,Yes,No
STUD02759,Male,15,JSS1,97.0,54.7,54.6,25.8,62.1,60.8,36.9,8,Yes,Yes,No
STUD02760,Male,10,JSS2,68.8,62.4,30.0,43.4,68.6,35.6,44.9,12,Yes,Yes,No
STUD02761,Female,20,SS2,80.8,74.0,60.3,62.1,69.8,55.3,65.6,24,Yes,No,No
STUD02762,Female,18,JSS2,88.8,46.8,45.6,35.2,44.3,45.1,34.1,16,Yes,Yes,Yes
STUD02763,Male,14,SS2,82.1,71.2,79.1,56.5,71.0,77.1,66.4,18,No,No,No
STUD02764,Female,12,SS1,86.1,63.3,55.3,61.2,64.5,49.0,68.1,22,No,Yes,No
STUD02765,Male,20,JSS2,86.9,69.8,58.4,71.5,68.7,63.1,86.9,4,Yes,Yes,No
STUD02766,Female,10,SS2,76.3,63.7,57.2,47.4,69.8,58.1,47.2,24,Yes,No,No
STUD02767,Female,18,JSS1,100.0,76.1,33.0,57.2,80.4,32.3,55.6,1,Yes,Yes,No
STUD02768,Male,18,JSS3,93.9,59.2,68.4,47.1,64.8,64.1,45.6,22,Yes,Yes,No
STUD02769,Male,13,SS2,65.0,79.2,54.5,41.9,84.9,62.7,37.5,18,No,Yes,No
STUD02770,Female,14,JSS1,97.3,36.9,53.9,58.7,37.0,51.9,62.1,15,Yes,Yes,No
STUD02771,Male,19,JSS2,94.4,69.0,85.1,41.6,65.8,83.5,47.1,6,Yes,Yes,No
STUD02772,Female,18,SS2,98.5,52.3,53.8,57.3,54.1,49.3,63.0,3,Yes,Yes,No
STUD02773,Male,16,JSS2,60.6,77.1,59.9,54.0,70.9,59.1,57.0,16,Yes,Yes,No
STUD02774,Female,16,JSS3,100.0,69.6,46.4,65.6,71.9,46.9,64.1,9,Yes,Yes,No
STUD02775,Male,15,JSS2,78.2,62.9,51.5,52.3,71.2,52.1,54.8,10,Yes,Yes,No
STUD02776,Female,16,JSS1,63.1,54.9,68.5,22.2,62.2,71.2,21.2,13,No,Yes,No
STUD02777,Male,16,SS3,81.5,61.8,58.5,69.1,59.2,61.5,69.7,18,No,No,No
STUD02778,Male,16,JSS1,71.5,64.4,39.8,43.7,66.6,48.0,50.1,13,Yes,Yes,No
STUD02779,Male,17,JSS3,93.0,56.5,53.7,57.5,58.2,54.1,63.7,24,Yes,Yes,No
STUD02780,Female,16,SS3,84.2,57.0,65.2,70.5,59.0,67.4,71.1,4,Yes,No,No
STUD02781,Male,19,SS1,59.7,67.5,73.5,41.4,69.5,71.5,42.0,1,Yes,Yes,Yes
STUD02782,Female,19,JSS3,79.5,100.0,65.9,70.3,95.7,59.6,77.3,10,Yes,Yes,No
STUD02783,Male,20,SS3,82.3,90.2,56.4,68.1,88.5,53.9,67.6,1,Yes,Yes,No
STUD02784,Male,10,JSS1,89.7,79.7,14.0,50.6,80.8,12.0,59.9,18,Yes,Yes,No
STUD02785,Male,16,JSS2,82.0,28.8,73.6,54.6,27.9,75.8,57.1,16,No,Yes,No
STUD02786,Male,19,SS3,89.2,51.5,87.0,47.9,50.0,85.4,38.4,9,Yes,Yes,No
STUD02787,Female,15,SS3,97.1,54.2,68.2,72.4,51.7,66.0,73.8,19,No,Yes,No
STUD02788,Female,18,JSS1,85.4,51.0,78.2,43.2,52.0,84.9,47.8,24,Yes,No,No
STUD02789,Female,17,SS1,65.8,70.7,61.1,65.2,65.0,59.2,60.4,18,Yes,Yes,No
STUD02790,Male,14,SS3,83.8,53.8,58.9,55.8,50.1,62.2,49.1,11,No,No,No
STUD02791,Female,20,JSS2,80.2,63.1,68.3,30.4,59.8,69.8,29.0,24,No,Yes,No
STUD02792,Female,10,JSS2,86.2,23.0,88.0,39.3,20.6,89.9,35.9,22,Yes,Yes,No
STUD02793,Female,11,JSS2,93.5,51.7,59.3,52.8,50.2,59.6,51.7,18,Yes,Yes,No
STUD02794,Female,13,JSS2,69.4,67.8,49.8,36.5,63.5,48.3,33.7,3,Yes,Yes,No
STUD02795,Female,11,SS3,64.5,58.8,67.7,34.4,58.6,70.4,44.8,18,Yes,Yes,No
STUD02796,Female,19,SS1,89.0,71.6,48.8,55.0,65.7,47.8,57.5,14,Yes,Yes,No
STUD02797,Female,13,SS1,100.0,77.8,83.4,44.3,68.4,85.8,35.9,13,Yes,Yes,No
STUD02798,Female,18,SS3,93.3,55.6,71.6,21.6,57.1,77.5,22.2,7,No,Yes,No
STUD02799,Female,11,SS1,63.0,65.5,61.7,27.9,67.7,63.2,26.3,15,Yes,Yes,No
STUD02800,Male,18,JSS1,91.8,22.8,52.2,58.7,31.6,49.6,58.8,3,No,Yes,Yes
STUD02801,Female,13,SS2,71.3,42.3,59.8,63.1,42.2,60.8,67.9,22,Yes,Yes,No
STUD02802,Male,10,JSS2,97.0,51.4,66.7,48.8,51.8,77.7,50.7,22,Yes,Yes,No
STUD02803,Male,14,SS1,71.6,48.9,76.0,46.2,48.0,78.4,45.9,11,Yes,Yes,No
STUD02804,Male,13,SS2,76.9,72.9,70.9,43.4,68.5,65.1,50.6,16,Yes,Yes,No
STUD02805,Male,18,SS3,93.9,62.9,48.8,53.4,67.6,49.0,47.9,24,Yes,Yes,No
STUD02806,Female,18,JSS2,80.4,58.0,59.2,69.0,57.7,51.1,64.5,18,Yes,Yes,No
STUD02807,Female,15,SS2,89.1,53.9,50.6,70.0,53.7,54.2,64.8,18,Yes,Yes,No
STUD02808,Female,14,JSS2,96.6,52.4,67.2,42.7,55.9,68.5,47.6,16,Yes,Yes,No
STUD02809,Female,14,JSS1,94.0,59.8,54.4,42.7,51.1,53.9,42.2,22,No,Yes,No
STUD02810,Male,17,JSS3,88.2,50.2,94.4,53.6,57.1,92.9,49.8,22,Yes,Yes,No
STUD02811,Female,17,JSS2,93.2,66.4,77.6,61.6,65.9,72.4,53.3,14,No,Yes,No
STUD02812,Male,19,JSS3,72.0,46.8,51.6,84.1,46.1,50.9,79.9,1,Yes,Yes,No
STUD02813,Female,17,JSS3,55.6,71.9,63.7,59.5,64.2,56.0,59.1,12,Yes,No,Yes
STUD02814,Female,11,JSS1,88.2,50.1,75.4,49.3,50.0,75.8,50.8,16,Yes,Yes,No
STUD02815,Male,19,JSS2,57.8,67.3,68.5,50.0,72.3,61.5,51.0,14,Yes,Yes,Yes
STUD02816,Male,14,JSS1,96.2,61.4,63.4,34.3,57.1,56.4,31.0,23,Yes,Yes,No
STUD02817,Female,16,JSS1,80.7,69.6,38.6,54.7,65.0,35.5,49.1,1,No,Yes,No
STUD02818,Female,11,SS2,62.9,50.4,55.1,67.7,49.9,59.6,61.7,8,No,Yes,No
STUD02819,Female,17,SS1,83.1,94.2,75.7,50.2,94.2,69.8,46.7,13,No,Yes,No
STUD02820,Female,11,SS2,95.3,75.0,86.3,59.9,72.3,79.6,60.4,19,Yes,Yes,No
STUD02821,Female,15,JSS2,95.7,81.6,54.5,71.6,78.3,58.2,66.4,10,Yes,Yes,No
STUD02822,Female,16,SS3,83.9,62.3,53.0,67.2,64.2,58.9,58.4,6,Yes,Yes,No
STUD02823,Male,18,SS3,70.8,52.8,55.0,26.8,52.4,56.3,32.6,20,No,Yes,Yes
STUD02824,Male,17,SS2,80.2,64.3,77.7,48.9,67.0,74.0,51.0,3,Yes,Yes,No
STUD02825,Male,17,SS3,83.6,40.8,68.1,42.7,48.5,63.0,55.6,20,Yes,Yes,No
STUD02826,Female,14,SS1,79.5,54.0,73.8,50.8,56.6,68.9,46.8,7,No,Yes,No
STUD02827,Female,17,JSS2,66.6,54.9,62.0,30.6,58.7,60.4,27.1,22,Yes,Yes,No
STUD02828,Female,20,JSS2,71.0,67.3,65.2,61.7,62.8,62.1,60.4,17,Yes,Yes,No
STUD02829,Male,17,JSS3,87.0,46.0,48.7,66.7,37.5,50.8,65.3,20,Yes,Yes,No
STUD02830,Female,18,JSS2,91.6,50.2,37.6,31.5,51.4,42.5,33.3,0,No,Yes,Yes
STUD02831,Male,13,JSS2,67.1,77.2,75.5,70.3,75.3,77.2,75.7,5,Yes,Yes,No
STUD02832,Female,18,JSS2,81.6,62.8,79.7,54.5,63.7,77.2,54.9,0,Yes,Yes,No
STUD02833,Female,16,SS1,90.2,51.5,52.9,79.2,49.8,52.1,73.3,18,Yes,Yes,No
STUD02834,Male,12,JSS3,95.9,73.0,62.1,61.8,74.3,68.9,56.9,15,Yes,Yes,No
STUD02835,Male,15,SS1,95.9,75.7,84.9,62.0,76.3,81.2,55.2,18,No,Yes,No
STUD02836,Male,14,JSS1,93.6,23.2,68.9,40.8,29.0,67.1,42.7,2,No,Yes,Yes
STUD02837,Female,12,JSS2,82.5,35.5,41.6,59.9,41.0,37.7,70.7,3,Yes,No,No
STUD02838,Female,10,SS1,100.0,46.2,64.1,61.7,43.9,61.6,59.7,0,Yes,Yes,No
STUD02839,Male,10,JSS3,70.8,59.1,82.7,50.2,66.4,83.5,47.2,13,Yes,Yes,No
STUD02840,Female,18,JSS2,79.4,56.9,29.7,51.8,63.9,29.3,53.0,13,No,Yes,No
STUD02841,Female,18,SS1,53.1,58.0,73.2,32.7,57.0,70.5,32.2,3,No,Yes,Yes
STUD02842,Male,16,SS3,81.9,70.5,56.5,50.3,57.9,60.4,55.7,22,No,Yes,No
STUD02843,Male,13,JSS1,90.2,68.5,54.0,50.5,73.6,53.6,46.9,1,Yes,Yes,No
STUD02844,Male,10,SS3,78.7,38.2,51.0,68.8,42.8,56.8,64.1,10,No,Yes,No
STUD02845,Male,11,SS3,95.8,61.4,54.8,65.1,56.9,58.2,64.0,10,No,Yes,No
STUD02846,Female,18,JSS1,94.4,56.3,68.3,46.6,51.5,69.5,41.4,23,No,Yes,No
STUD02847,Male,20,JSS2,95.0,81.3,44.5,31.4,80.4,41.7,33.1,22,Yes,Yes,No
STUD02848,Female,11,JSS2,79.4,53.4,39.4,64.0,49.1,41.1,65.6,17,Yes,Yes,No
STUD02849,Male,14,SS1,95.0,76.0,47.4,41.5,75.1,51.9,47.8,19,Yes,Yes,No
STUD02850,Female,16,SS2,79.1,72.7,47.4,41.3,70.0,57.5,44.5,10,Yes,Yes,No
STUD02851,Female,15,SS3,92.9,67.9,56.9,60.7,62.1,55.6,59.5,10,Yes,Yes,No
STUD02852,Female,20,JSS1,100.0,88.6,48.4,61.1,90.3,46.2,61.5,9,Yes,No,No
STUD02853,Female,15,SS2,78.7,75.8,40.3,84.8,74.4,45.1,79.4,7,Yes,Yes,No
STUD02854,Female,11,SS3,95.1,45.2,52.5,63.7,41.4,53.8,64.4,1,Yes,Yes,No
STUD02855,Female,15,JSS1,72.9,84.4,69.3,69.5,85.9,78.3,64.5,3,Yes,Yes,No
STUD02856,Female,10,SS2,100.0,60.6,94.8,58.6,62.4,81.7,56.4,6,No,Yes,No
STUD02857,Male,11,SS1,77.6,56.3,65.9,50.2,42.9,68.9,46.2,3,Yes,Yes,No
STUD02858,Male,15,JSS3,95.9,63.1,42.3,61.3,62.6,46.9,60.4,14,Yes,Yes,No
STUD02859,Female,20,SS2,83.8,39.8,94.0,55.1,38.1,91.8,54.4,15,No,Yes,No
STUD02860,Female,11,JSS1,92.1,52.1,78.2,61.8,51.2,81.4,59.8,7,Yes,Yes,No
STUD02861,Female,12,JSS3,84.3,52.5,60.7,77.2,57.8,60.8,81.3,0,Yes,No,No
STUD02862,Male,19,JSS1,97.0,42.3,48.7,44.1,41.5,46.0,45.7,12,No,Yes,No
STUD02863,Male,11,JSS3,90.9,48.8,55.3,49.9,48.4,62.4,48.6,23,No,Yes,No
STUD02864,Male,14,JSS3,76.0,66.1,83.5,48.1,66.9,93.3,44.7,15,Yes,Yes,No
STUD02865,Female,19,SS3,87.2,48.5,57.5,64.7,64.5,57.5,62.9,4,No,Yes,No
STUD02866,Male,19,JSS1,85.2,56.3,73.9,57.9,56.5,70.7,58.1,2,Yes,Yes,No
STUD02867,Male,13,JSS1,90.2,65.2,60.4,47.6,60.4,60.1,42.5,8,Yes,No,No
STUD02868,Male,11,SS2,77.4,52.1,50.8,40.5,54.5,54.9,45.3,14,Yes,Yes,No
STUD02869,Male,17,SS2,66.6,56.8,71.6,78.1,61.3,74.6,73.1,0,Yes,Yes,No
STUD02870,Male,13,SS2,100.0,48.5,55.1,82.8,44.5,60.3,80.7,13,Yes,Yes,No
STUD02871,Female,18,SS2,91.3,39.9,81.3,65.2,47.0,74.9,63.2,5,Yes,Yes,No
STUD02872,Male,16,SS1,68.2,61.9,60.7,66.0,54.9,64.7,65.3,23,Yes,Yes,No
STUD02873,Male,17,JSS2,79.0,90.7,51.8,60.6,87.1,61.3,59.0,22,Yes,Yes,No
STUD02874,Female,18,JSS1,82.3,67.8,83.4,72.4,72.2,87.3,76.0,12,Yes,Yes,No
STUD02875,Female,13,SS3,98.9,54.0,38.5,63.5,56.4,51.5,59.6,4,Yes,No,No
STUD02876,Female,11,JSS2,86.7,59.0,78.2,41.6,55.5,79.3,41.4,24,No,Yes,No
STUD02877,Male,17,SS1,80.7,50.4,68.4,82.8,47.5,64.9,82.0,13,Yes,Yes,No
STUD02878,Female,18,SS2,70.7,45.0,84.4,54.4,51.9,67.7,52.1,20,Yes,Yes,No
STUD02879,Male,16,SS2,93.5,86.0,52.2,73.6,87.6,49.9,79.2,3,No,Yes,No
STUD02880,Female,11,JSS2,100.0,83.4,67.0,57.0,75.1,60.8,51.9,3,No,No,No
STUD02881,Female,20,JSS2,73.7,63.8,35.0,59.9,68.0,35.1,73.9,15,Yes,Yes,No
STUD02882,Male,12,SS2,81.5,49.1,43.9,34.4,54.8,45.9,40.4,2,Yes,Yes,Yes
STUD02883,Male,17,SS3,94.6,49.1,79.5,60.1,47.5,75.4,57.5,20,Yes,Yes,No
STUD02884,Female,18,SS1,100.0,100.0,72.1,61.1,93.2,61.2,63.2,10,Yes,Yes,No
STUD02885,Female,18,JSS2,75.3,88.8,90.9,65.0,80.3,79.8,62.5,2,Yes,Yes,No
STUD02886,Male,12,SS3,74.0,63.3,47.9,47.7,57.1,58.1,41.1,16,No,Yes,No
STUD02887,Male,12,SS3,80.4,44.6,49.8,44.2,44.1,52.0,40.3,6,No,Yes,No
STUD02888,Female,12,JSS1,68.4,52.9,81.3,61.0,61.4,80.6,59.0,0,Yes,Yes,No
STUD02889,Female,13,SS2,73.9,42.1,45.6,48.2,34.8,50.2,49.6,4,No,Yes,No
STUD02890,Female,10,SS2,100.0,91.4,69.1,77.5,91.0,64.2,69.6,22,No,Yes,No
STUD02891,Male,11,SS3,69.3,50.5,61.1,44.3,46.8,52.1,51.0,13,Yes,Yes,No
STUD02892,Male,17,SS1,97.4,66.1,55.1,47.8,71.0,61.1,56.0,4,No,No,No
STUD02893,Male,20,JSS2,74.3,55.5,66.2,55.9,59.5,73.1,46.8,13,Yes,No,No
STUD02894,Male,13,SS2,89.5,55.4,41.1,63.6,58.8,46.1,59.8,19,Yes,No,No
STUD02895,Male,19,SS3,74.3,59.9,72.3,54.3,63.4,73.1,54.0,13,Yes,Yes,No
STUD02896,Female,12,JSS2,72.5,44.0,34.7,65.0,49.8,41.4,68.8,8,No,Yes,No
STUD02897,Female,16,SS1,91.8,83.2,64.3,79.2,79.8,61.9,70.5,14,No,Yes,No
STUD02898,Male,11,SS3,73.6,44.1,19.5,36.3,45.2,22.7,35.2,8,No,Yes,Yes
STUD02899,Male,19,SS2,90.4,54.3,59.2,46.5,50.1,60.5,52.3,5,No,Yes,No
STUD02900,Male,17,SS2,73.4,64.9,24.3,46.9,66.1,31.2,45.9,20,No,Yes,No
STUD02901,Female,15,JSS3,87.7,64.5,48.8,58.8,66.5,59.2,50.0,12,No,Yes,No
STUD02902,Female,15,JSS1,86.8,59.4,54.7,53.2,63.4,60.3,57.4,21,Yes,Yes,No
STUD02903,Female,16,SS1,75.1,58.1,40.5,63.1,56.3,43.1,56.4,15,Yes,Yes,No
STUD02904,Male,13,SS3,54.7,54.1,64.3,53.1,45.9,65.0,50.9,13,No,No,Yes
STUD02905,Female,16,SS1,76.6,72.2,52.1,63.4,67.5,55.8,56.0,15,No,Yes,No
STUD02906,Male,19,SS2,85.5,57.0,32.7,48.3,61.5,38.3,46.0,7,Yes,Yes,No
STUD02907,Male,19,JSS1,83.4,61.6,52.5,42.6,68.7,48.0,46.7,9,Yes,Yes,No
STUD02908,Male,15,JSS1,76.3,63.1,61.0,40.2,55.2,65.3,45.1,0,Yes,Yes,No
STUD02909,Female,15,SS1,84.3,51.0,69.6,47.1,53.6,69.7,46.3,12,Yes,Yes,No
STUD02910,Female,18,JSS3,76.6,38.6,46.1,38.2,46.5,47.1,43.3,10,No,Yes,Yes
STUD02911,Male,15,SS2,74.0,69.1,60.0,61.8,73.3,54.2,62.5,3,Yes,Yes,No
STUD02912,Female,20,JSS3,89.5,52.5,50.3,51.4,53.2,54.0,48.3,16,No,Yes,No
STUD02913,Female,19,JSS1,75.6,62.0,80.3,33.9,58.9,73.7,37.8,9,No,Yes,No
STUD02914,Male,14,SS3,74.5,43.9,63.3,79.3,48.3,69.6,78.2,10,Yes,Yes,No
STUD02915,Female,10,JSS1,96.8,64.0,33.9,48.0,62.7,37.9,49.9,14,Yes,Yes,No
STUD02916,Male,16,JSS3,86.1,39.6,82.0,70.6,35.7,82.8,70.7,22,Yes,Yes,No
STUD02917,Male,15,SS2,61.4,50.7,75.3,55.3,50.7,78.3,65.6,6,Yes,Yes,No
STUD02918,Male,16,SS1,99.0,82.4,64.9,56.5,83.5,66.0,53.8,23,Yes,Yes,No
STUD02919,Female,13,SS1,84.5,49.0,65.5,44.8,52.3,68.3,42.6,14,Yes,Yes,No
STUD02920,Female,18,JSS2,74.5,31.4,56.1,30.0,30.0,48.4,28.1,22,No,Yes,Yes
STUD02921,Male,12,SS2,93.2,63.6,73.3,33.9,54.6,73.8,29.6,7,Yes,Yes,No
STUD02922,Female,10,SS2,99.9,82.6,47.0,74.7,75.2,52.6,71.3,0,Yes,Yes,No
STUD02923,Male,14,SS3,92.8,43.5,71.8,42.9,54.5,72.1,44.8,24,No,Yes,No
STUD02924,Female,18,SS1,82.6,42.3,70.1,59.3,47.0,77.2,66.1,5,No,Yes,No
STUD02925,Female,15,JSS2,98.0,69.1,70.2,55.3,66.7,63.1,54.7,16,No,Yes,No
STUD02926,Female,10,JSS3,95.3,85.6,61.3,65.1,71.4,58.3,61.1,1,Yes,Yes,No
STUD02927,Male,13,SS2,80.2,53.4,61.3,26.4,57.7,55.0,34.1,0,Yes,Yes,No
STUD02928,Female,12,JSS1,95.0,56.1,57.4,37.7,57.1,54.0,37.7,9,Yes,Yes,No
STUD02929,Female,10,JSS1,82.5,49.9,52.8,71.3,58.6,52.7,62.0,1,No,Yes,No
STUD02930,Female,11,SS3,94.7,72.6,89.2,85.0,74.8,86.9,83.5,13,Yes,Yes,No
STUD02931,Male,19,SS1,86.5,70.8,82.8,56.0,76.9,86.0,62.7,0,Yes,Yes,No
STUD02932,Female,15,JSS2,100.0,58.1,50.2,55.7,59.7,50.5,54.1,4,Yes,Yes,No
STUD02933,Male,12,JSS2,81.9,35.8,71.5,52.8,35.0,75.3,46.3,2,Yes,Yes,No
STUD02934,Female,19,SS1,100.0,54.0,61.5,76.3,52.7,66.0,76.5,5,Yes,Yes,No
STUD02935,Female,16,SS1,91.7,57.0,64.4,51.7,61.8,62.0,49.9,10,Yes,Yes,No
STUD02936,Female,11,SS2,85.1,85.5,38.5,69.4,79.6,45.7,70.2,8,Yes,Yes,No
STUD02937,Female,15,SS2,69.2,72.0,48.9,63.4,69.8,60.3,61.5,16,No,Yes,No
STUD02938,Male,11,JSS2,83.9,35.5,60.7,58.5,39.0,56.5,59.3,13,No,Yes,No
STUD02939,Male,14,JSS2,100.0,54.3,64.6,36.1,47.0,67.2,40.1,22,Yes,Yes,No
STUD02940,Male,19,JSS1,89.4,55.8,39.0,32.7,56.7,42.1,32.3,1,No,Yes,Yes
STUD02941,Female,14,JSS2,67.6,33.7,69.3,37.8,35.9,64.9,34.6,8,Yes,Yes,No
STUD02942,Male,15,JSS2,83.6,63.2,51.8,65.6,67.0,47.7,60.0,12,Yes,Yes,No
STUD02943,Male,17,JSS3,83.7,57.9,40.5,62.7,61.0,40.7,55.8,16,No,Yes,No
STUD02944,Male,10,JSS2,75.6,37.1,85.0,80.1,43.9,87.2,85.0,22,Yes,Yes,No
STUD02945,Male,20,SS2,79.8,65.4,49.9,49.6,61.0,49.0,58.5,19,No,Yes,No
STUD02946,Female,15,SS3,69.9,54.8,42.1,47.5,59.4,39.7,57.2,11,No,Yes,No
STUD02947,Male,17,SS3,87.0,63.1,50.7,41.2,54.9,44.2,39.5,16,Yes,Yes,No
